Student_ID,First_Name,Last_Name,SLU_Email,Program,Major,Enrollment_Year,Expected_Graduation_Year,Visa_Status,City,State,Country,Current_Employer_ID,Internship_Role,Internship_Start_Date
792,Jorge,Mcdonald,jorge.mcdonald666@slu.edu,MS Computer Science,Information Systems,2021,2023,CPT,Somerville,MA,USA,,,
793,Danielle,Simmons,danielle.simmons427@slu.edu,MS Data Science,Marketing,2022,2025,CPT,Tempe,AZ,USA,885.0,Data Analyst Intern,2023-01-28
794,Crystal,Curry,crystal.curry711@slu.edu,MS Information Systems,Finance,2020,2023,CPT,Austin,TX,USA,,,
795,Cole,Jones,cole.jones41@slu.edu,MS Software Engineering,Electrical Engineering,2018,2019,STEM-OPT,Houston,TX,USA,714.0,DevOps Intern,2018-11-12
796,David,Jones,david.jones675@slu.edu,MS Data Science,Finance,2021,2023,F1,Kansas City,MO,USA,,,
797,Lisa,Berg,lisa.berg82@slu.edu,MS Cybersecurity,Biostatistics,2019,2022,STEM-OPT,Seattle,WA,USA,,,
798,Virginia,Myers,virginia.myers503@slu.edu,MS Computer Science,Software Engineering,2020,2021,STEM-OPT,Savannah,GA,USA,,,
799,Karen,Payne,karen.payne69@slu.edu,MS Data Science,Computer Science,2019,2021,OPT,Pittsburgh,PA,USA,,,
800,Anna,Robinson,anna.robinson838@slu.edu,MS Data Science,Electrical Engineering,2020,2023,CPT,Phoenix,AZ,USA,440.0,Data Analyst Intern,2020-06-28
801,Bryan,Williams,bryan.williams801@slu.edu,MS Analytics,Business Analytics,2023,2024,CPT,Scottsdale,AZ,USA,475.0,DevOps Intern,2023-11-15
802,Meghan,Barry,meghan.barry803@slu.edu,MS Computer Science,Biostatistics,2021,2023,STEM-OPT,Boston,MA,USA,,,
803,Nicholas,Burton,nicholas.burton964@slu.edu,MS Cybersecurity,Electrical Engineering,2024,2026,CPT,Raleigh,NC,USA,,,
804,Angela,Anderson,angela.anderson193@slu.edu,MS Cybersecurity,Computer Science,2020,2021,OPT,Scottsdale,AZ,USA,,,
805,Stacy,Parks,stacy.parks492@slu.edu,MS Information Systems,Electrical Engineering,2021,2024,F1,Urbana,IL,USA,,,
806,Amanda,Graves,amanda.graves221@slu.edu,MBA,Data Science,2024,2027,F1,Springfield,IL,USA,,,
807,Tyler,Newman,tyler.newman938@slu.edu,MS Computer Science,Marketing,2022,2025,STEM-OPT,Durham,NC,USA,,,
808,Ricardo,Williams,ricardo.williams161@slu.edu,MBA,Finance,2018,2019,STEM-OPT,Houston,TX,USA,585.0,DevOps Intern,2018-04-17
809,Sarah,Mann,sarah.mann771@slu.edu,MS Software Engineering,Biostatistics,2018,2020,STEM-OPT,Kansas City,MO,USA,,,
810,Andrea,Glenn,andrea.glenn970@slu.edu,MS Data Science,Business Analytics,2020,2022,F1,Los Angeles,CA,USA,,,
811,Karen,Phelps,karen.phelps576@slu.edu,MS Computer Science,Cybersecurity,2021,2022,CPT,Atlanta,GA,USA,27.0,Research Assistant,2021-12-14
812,Kristin,Brown,kristin.brown29@slu.edu,MS Computer Science,Marketing,2023,2025,OPT,Cleveland,OH,USA,,,
813,Christopher,Page,christopher.page592@slu.edu,MS Analytics,Computer Science,2018,2020,OPT,Alpharetta,GA,USA,426.0,DevOps Intern,2018-05-14
814,Gerald,Carr,gerald.carr676@slu.edu,MS Cybersecurity,Data Science,2022,2024,F1,Bellevue,WA,USA,423.0,QA Intern,2024-05-27
815,William,Armstrong,william.armstrong479@slu.edu,MS Information Systems,Biostatistics,2019,2021,OPT,Pittsburgh,PA,USA,,,
816,Jeffrey,Cain,jeffrey.cain470@slu.edu,MBA,Marketing,2020,2023,STEM-OPT,Buffalo,NY,USA,,,
817,Jeffrey,Robinson,jeffrey.robinson736@slu.edu,MBA,Finance,2023,2025,F1,Clayton,MO,USA,556.0,Data Analyst Intern,2023-02-24
818,Ashley,King,ashley.king985@slu.edu,MS Cybersecurity,Software Engineering,2021,2022,STEM-OPT,Denver,CO,USA,,,
819,Rebecca,Cameron,rebecca.cameron886@slu.edu,MS Software Engineering,Computer Science,2020,2022,STEM-OPT,Ann Arbor,MI,USA,306.0,QA Intern,2022-11-04
820,Linda,Adams,linda.adams84@slu.edu,MS Cybersecurity,Finance,2018,2019,STEM-OPT,Worcester,MA,USA,425.0,DevOps Intern,2019-08-02
821,Eric,Schwartz,eric.schwartz499@slu.edu,MS Computer Science,Cybersecurity,2023,2024,STEM-OPT,Los Angeles,CA,USA,,,
822,Jill,Maynard,jill.maynard596@slu.edu,MS Analytics,Data Science,2020,2022,STEM-OPT,Tampa,FL,USA,36.0,Software Intern,2022-10-29
823,John,Wilson,john.wilson577@slu.edu,MS Information Systems,Software Engineering,2019,2020,STEM-OPT,Grand Rapids,MI,USA,,,
824,Malik,Thompson,malik.thompson410@slu.edu,MS Analytics,Finance,2020,2022,OPT,Atlanta,GA,USA,,,
825,Terrence,Lawson,terrence.lawson20@slu.edu,MS Analytics,Cybersecurity,2020,2021,F1,Tempe,AZ,USA,,,
826,Karen,Torres,karen.torres562@slu.edu,MS Data Science,Information Systems,2020,2023,STEM-OPT,Cary,NC,USA,,,
827,Diana,Ramsey,diana.ramsey103@slu.edu,MS Software Engineering,Electrical Engineering,2024,2027,OPT,Phoenix,AZ,USA,189.0,Software Intern,2024-10-15
828,Cathy,Webb,cathy.webb458@slu.edu,MS Cybersecurity,Software Engineering,2022,2024,CPT,Somerville,MA,USA,,,
829,Michelle,Knapp,michelle.knapp530@slu.edu,MS Information Systems,Computer Science,2021,2022,STEM-OPT,Somerville,MA,USA,31.0,DevOps Intern,2022-06-24
830,Robert,Crosby,robert.crosby775@slu.edu,MS Information Systems,Information Systems,2021,2024,OPT,Chesterfield,MO,USA,266.0,DevOps Intern,2023-07-09
831,Andrea,Williams,andrea.williams329@slu.edu,MS Analytics,Electrical Engineering,2020,2022,OPT,Worcester,MA,USA,,,
832,Sarah,Davis,sarah.davis743@slu.edu,MBA,Marketing,2018,2020,F1,Columbus,OH,USA,568.0,Data Analyst Intern,2018-01-04
833,Wanda,Mcbride,wanda.mcbride270@slu.edu,MS Software Engineering,Computer Science,2020,2023,CPT,Kansas City,MO,USA,620.0,Research Assistant,2023-03-28
834,Samantha,Goodwin,samantha.goodwin704@slu.edu,MBA,Electrical Engineering,2020,2022,F1,Bellevue,WA,USA,921.0,Research Assistant,2020-09-16
835,Melissa,Ramos,melissa.ramos323@slu.edu,MS Information Systems,Electrical Engineering,2021,2022,STEM-OPT,Cambridge,MA,USA,196.0,QA Intern,2022-11-28
836,Charles,Davis,charles.davis855@slu.edu,MS Software Engineering,Marketing,2024,2025,CPT,White Plains,NY,USA,,,
837,Suzanne,Perry,suzanne.perry309@slu.edu,MS Information Systems,Biostatistics,2018,2019,STEM-OPT,Grand Rapids,MI,USA,,,
838,Lisa,Galvan,lisa.galvan411@slu.edu,MS Cybersecurity,Cybersecurity,2019,2020,OPT,Philadelphia,PA,USA,699.0,QA Intern,2019-09-06
839,Daniel,Everett,daniel.everett79@slu.edu,MBA,Business Analytics,2022,2023,CPT,Charlotte,NC,USA,,,
840,Timothy,Melendez,timothy.melendez485@slu.edu,MS Computer Science,Cybersecurity,2018,2021,STEM-OPT,St. Louis,MO,USA,,,
841,Mike,Cooper,mike.cooper221@slu.edu,MS Software Engineering,Finance,2019,2020,OPT,Plano,TX,USA,580.0,Data Analyst Intern,2020-07-19
842,Tanya,Liu,tanya.liu255@slu.edu,MS Data Science,Finance,2022,2024,F1,Columbia,MO,USA,,,
843,Maria,Hunt,maria.hunt895@slu.edu,MBA,Information Systems,2018,2020,OPT,Columbus,OH,USA,,,
844,Joseph,Mcdonald,joseph.mcdonald172@slu.edu,MS Analytics,Computer Science,2022,2024,STEM-OPT,Pittsburgh,PA,USA,,,
845,Christina,Kline,christina.kline540@slu.edu,MBA,Finance,2019,2020,STEM-OPT,Detroit,MI,USA,,,
846,Nicole,Gregory,nicole.gregory964@slu.edu,MS Information Systems,Finance,2022,2025,CPT,Cary,NC,USA,,,
847,Pedro,Gould,pedro.gould665@slu.edu,MS Software Engineering,Electrical Engineering,2020,2023,F1,Cincinnati,OH,USA,,,
848,Stacy,Young,stacy.young183@slu.edu,MBA,Marketing,2018,2020,OPT,Columbus,OH,USA,,,
849,Kenneth,Tran,kenneth.tran222@slu.edu,MS Software Engineering,Cybersecurity,2023,2024,CPT,Worcester,MA,USA,705.0,DevOps Intern,2023-01-05
850,Amy,Henson,amy.henson690@slu.edu,MBA,Biostatistics,2018,2019,F1,Bellevue,WA,USA,,,
851,Shannon,Alexander,shannon.alexander943@slu.edu,MS Software Engineering,Biostatistics,2019,2021,STEM-OPT,Atlanta,GA,USA,,,
852,Evan,Bailey,evan.bailey985@slu.edu,MS Data Science,Biostatistics,2018,2021,CPT,Worcester,MA,USA,493.0,Data Analyst Intern,2020-10-17
853,Timothy,Fitzgerald,timothy.fitzgerald125@slu.edu,MS Data Science,Marketing,2024,2025,OPT,Orlando,FL,USA,,,
854,Anthony,Church,anthony.church479@slu.edu,MS Computer Science,Computer Science,2023,2026,OPT,Denver,CO,USA,,,
855,Anthony,Diaz,anthony.diaz774@slu.edu,MS Computer Science,Electrical Engineering,2024,2025,F1,St. Louis,MO,USA,136.0,Software Intern,2025-02-13
856,Shelia,Lee,shelia.lee977@slu.edu,MBA,Information Systems,2018,2021,CPT,Tucson,AZ,USA,,,
857,Emily,Wright,emily.wright138@slu.edu,MS Information Systems,Cybersecurity,2020,2022,CPT,Raleigh,NC,USA,,,
858,Perry,Browning,perry.browning600@slu.edu,MS Analytics,Marketing,2021,2024,CPT,Kansas City,MO,USA,,,
859,Ricardo,Vincent,ricardo.vincent715@slu.edu,MS Information Systems,Biostatistics,2023,2025,STEM-OPT,Scottsdale,AZ,USA,581.0,Software Intern,2023-01-09
860,Jamie,Young,jamie.young837@slu.edu,MS Cybersecurity,Cybersecurity,2018,2021,OPT,Orlando,FL,USA,,,
861,Allen,Jones,allen.jones34@slu.edu,MS Cybersecurity,Software Engineering,2021,2022,F1,Pittsburgh,PA,USA,,,
862,Mary,Miller,mary.miller850@slu.edu,MS Data Science,Finance,2024,2025,OPT,Orlando,FL,USA,,,
863,Mark,Cruz,mark.cruz870@slu.edu,MS Information Systems,Business Analytics,2022,2023,OPT,Scottsdale,AZ,USA,,,
864,Timothy,Thomas,timothy.thomas71@slu.edu,MBA,Software Engineering,2021,2022,OPT,Chesterfield,MO,USA,,,
865,Wendy,Patterson,wendy.patterson120@slu.edu,MBA,Computer Science,2024,2027,OPT,Atlanta,GA,USA,,,
866,Donna,Johnson,donna.johnson51@slu.edu,MS Software Engineering,Cybersecurity,2019,2021,STEM-OPT,Pittsburgh,PA,USA,476.0,Data Analyst Intern,2020-03-05
867,James,Jones,james.jones78@slu.edu,MS Data Science,Computer Science,2020,2023,STEM-OPT,Orlando,FL,USA,,,
868,George,Wilson,george.wilson692@slu.edu,MS Data Science,Electrical Engineering,2021,2022,CPT,Alpharetta,GA,USA,789.0,DevOps Intern,2022-03-09
869,Chelsea,Webb,chelsea.webb287@slu.edu,MBA,Software Engineering,2019,2022,F1,Miami,FL,USA,,,
870,Jacqueline,Murphy,jacqueline.murphy559@slu.edu,MS Cybersecurity,Data Science,2018,2020,OPT,Phoenix,AZ,USA,,,
871,Paige,Torres,paige.torres796@slu.edu,MS Computer Science,Computer Science,2020,2021,STEM-OPT,St. Louis,MO,USA,,,
872,Kara,Johnson,kara.johnson64@slu.edu,MS Cybersecurity,Finance,2024,2025,OPT,White Plains,NY,USA,199.0,Data Analyst Intern,2025-08-04
873,Megan,Kline,megan.kline321@slu.edu,MS Software Engineering,Information Systems,2020,2023,STEM-OPT,Fort Collins,CO,USA,,,
874,Nathaniel,Nelson,nathaniel.nelson6@slu.edu,MS Software Engineering,Data Science,2020,2023,F1,Orlando,FL,USA,,,
875,Robin,Acosta,robin.acosta817@slu.edu,MS Software Engineering,Finance,2020,2021,OPT,Boulder,CO,USA,957.0,Software Intern,2021-02-28
876,Craig,Miller,craig.miller633@slu.edu,MS Information Systems,Computer Science,2018,2021,STEM-OPT,Somerville,MA,USA,,,
877,Wanda,Michael,wanda.michael117@slu.edu,MS Information Systems,Biostatistics,2024,2025,OPT,San Jose,CA,USA,795.0,Software Intern,2025-11-13
878,Stephen,Hawkins,stephen.hawkins81@slu.edu,MS Software Engineering,Data Science,2022,2025,F1,Chesterfield,MO,USA,,,
879,Victoria,Jenkins,victoria.jenkins814@slu.edu,MS Computer Science,Data Science,2021,2022,OPT,Kansas City,MO,USA,330.0,Research Assistant,2022-01-15
880,Brittany,Miller,brittany.miller579@slu.edu,MS Cybersecurity,Software Engineering,2022,2024,F1,Chicago,IL,USA,,,
881,Eric,Boone,eric.boone292@slu.edu,MBA,Computer Science,2024,2025,STEM-OPT,Scottsdale,AZ,USA,232.0,DevOps Intern,2025-06-16
882,Brad,Brown,brad.brown291@slu.edu,MBA,Finance,2020,2021,STEM-OPT,San Antonio,TX,USA,858.0,Software Intern,2021-12-09
883,Eddie,Miller,eddie.miller563@slu.edu,MS Information Systems,Electrical Engineering,2018,2019,OPT,Durham,NC,USA,,,
884,Jason,Lara,jason.lara768@slu.edu,MS Software Engineering,Cybersecurity,2023,2025,F1,Cincinnati,OH,USA,,,
885,Kelly,Aguirre,kelly.aguirre448@slu.edu,MS Computer Science,Information Systems,2020,2023,OPT,Jacksonville,FL,USA,,,
886,Earl,Hernandez,earl.hernandez552@slu.edu,MS Data Science,Cybersecurity,2024,2027,OPT,Denver,CO,USA,,,
887,Eric,Gonzales,eric.gonzales265@slu.edu,MS Analytics,Marketing,2020,2021,OPT,Cary,NC,USA,,,
888,Jessica,Cox,jessica.cox759@slu.edu,MS Information Systems,Information Systems,2021,2022,STEM-OPT,Colorado Springs,CO,USA,,,
889,Lisa,Myers,lisa.myers425@slu.edu,MS Cybersecurity,Finance,2019,2022,CPT,San Francisco,CA,USA,,,
890,Pamela,Calhoun,pamela.calhoun378@slu.edu,MS Computer Science,Finance,2018,2020,STEM-OPT,Detroit,MI,USA,788.0,Data Analyst Intern,2019-03-29
891,Elizabeth,Gonzalez,elizabeth.gonzalez108@slu.edu,MS Data Science,Data Science,2023,2025,CPT,San Jose,CA,USA,,,
892,Robert,Collins,robert.collins672@slu.edu,MS Software Engineering,Electrical Engineering,2019,2022,CPT,Tacoma,WA,USA,450.0,QA Intern,2019-03-18
893,Keith,Wagner,keith.wagner977@slu.edu,MS Cybersecurity,Marketing,2019,2020,OPT,Chicago,IL,USA,,,
894,William,Heath,william.heath643@slu.edu,MS Analytics,Marketing,2021,2022,CPT,Houston,TX,USA,421.0,DevOps Intern,2021-03-13
895,Gregory,Thompson,gregory.thompson391@slu.edu,MS Software Engineering,Biostatistics,2023,2026,F1,Cincinnati,OH,USA,570.0,Data Analyst Intern,2023-01-16
896,Jody,Owens,jody.owens398@slu.edu,MBA,Software Engineering,2023,2024,STEM-OPT,Denver,CO,USA,,,
897,Mary,Williamson,mary.williamson69@slu.edu,MS Information Systems,Information Systems,2021,2023,OPT,Urbana,IL,USA,,,
898,Brenda,Herrera,brenda.herrera903@slu.edu,MS Computer Science,Biostatistics,2024,2025,STEM-OPT,Chicago,IL,USA,,,
899,Hailey,Gilbert,hailey.gilbert44@slu.edu,MS Cybersecurity,Marketing,2020,2023,OPT,Kansas City,MO,USA,38.0,Data Analyst Intern,2021-08-17
900,Julia,Carpenter,julia.carpenter8@slu.edu,MS Information Systems,Software Engineering,2020,2021,OPT,Tacoma,WA,USA,,,
901,Ellen,Shepherd,ellen.shepherd34@slu.edu,MS Computer Science,Business Analytics,2022,2024,OPT,Los Angeles,CA,USA,,,
902,Troy,Velez,troy.velez188@slu.edu,MS Information Systems,Business Analytics,2022,2023,OPT,Rochester,NY,USA,878.0,QA Intern,2022-04-24
903,Elizabeth,Holden,elizabeth.holden934@slu.edu,MS Computer Science,Electrical Engineering,2022,2024,F1,Cincinnati,OH,USA,847.0,Data Analyst Intern,2023-10-24
904,Jennifer,Wilson,jennifer.wilson881@slu.edu,MS Cybersecurity,Biostatistics,2022,2025,CPT,Pittsburgh,PA,USA,,,
905,Benjamin,Jones,benjamin.jones886@slu.edu,MS Software Engineering,Marketing,2018,2020,STEM-OPT,Cincinnati,OH,USA,,,
906,Michelle,Wilson,michelle.wilson623@slu.edu,MS Information Systems,Biostatistics,2021,2023,F1,New York,NY,USA,,,
907,James,Brown,james.brown674@slu.edu,MS Information Systems,Software Engineering,2020,2023,F1,Columbus,OH,USA,962.0,Research Assistant,2022-09-14
908,Jessica,Holt,jessica.holt468@slu.edu,MS Software Engineering,Biostatistics,2018,2020,F1,Redmond,WA,USA,,,
909,Joseph,Horton,joseph.horton686@slu.edu,MS Computer Science,Computer Science,2020,2022,CPT,San Francisco,CA,USA,,,
910,Stephanie,Anderson,stephanie.anderson699@slu.edu,MS Information Systems,Data Science,2022,2025,STEM-OPT,Philadelphia,PA,USA,,,
911,Tracy,Black,tracy.black604@slu.edu,MS Information Systems,Business Analytics,2021,2022,CPT,Boston,MA,USA,,,
912,Nathan,Donovan,nathan.donovan667@slu.edu,MBA,Computer Science,2023,2026,F1,Alpharetta,GA,USA,267.0,DevOps Intern,2023-06-04
913,Susan,Barajas,susan.barajas795@slu.edu,MS Cybersecurity,Finance,2020,2022,OPT,Cleveland,OH,USA,,,
914,Michelle,Howell,michelle.howell675@slu.edu,MS Computer Science,Information Systems,2018,2021,CPT,Miami,FL,USA,,,
915,Jenna,Mcmahon,jenna.mcmahon486@slu.edu,MS Computer Science,Data Science,2022,2025,STEM-OPT,Albany,NY,USA,678.0,QA Intern,2025-03-30
916,Anthony,Garcia,anthony.garcia127@slu.edu,MBA,Finance,2020,2022,OPT,Durham,NC,USA,,,
917,Michelle,Williams,michelle.williams665@slu.edu,MS Cybersecurity,Biostatistics,2023,2025,F1,Pittsburgh,PA,USA,,,
918,Tami,Beck,tami.beck906@slu.edu,MS Analytics,Marketing,2022,2024,F1,Columbus,OH,USA,,,
919,Daniel,Wright,daniel.wright346@slu.edu,MS Information Systems,Cybersecurity,2023,2025,CPT,Atlanta,GA,USA,931.0,Data Analyst Intern,2025-02-08
920,Ashley,Allen,ashley.allen845@slu.edu,MS Information Systems,Information Systems,2022,2025,STEM-OPT,Chesterfield,MO,USA,634.0,Data Analyst Intern,2024-05-30
921,Andrea,Soto,andrea.soto670@slu.edu,MS Analytics,Finance,2023,2025,OPT,Plano,TX,USA,,,
922,Matthew,Thomas,matthew.thomas425@slu.edu,MS Software Engineering,Computer Science,2022,2025,CPT,Cleveland,OH,USA,,,
923,Jessica,Johnson,jessica.johnson464@slu.edu,MBA,Finance,2021,2024,CPT,Somerville,MA,USA,,,
924,Ryan,Fuller,ryan.fuller161@slu.edu,MS Analytics,Biostatistics,2019,2021,STEM-OPT,Philadelphia,PA,USA,253.0,Software Intern,2019-01-05
925,Dana,Miller,dana.miller992@slu.edu,MS Software Engineering,Computer Science,2022,2025,OPT,Tampa,FL,USA,,,
926,Eric,Daniel,eric.daniel711@slu.edu,MS Analytics,Cybersecurity,2018,2021,STEM-OPT,Peoria,IL,USA,,,
927,Ashley,Moore,ashley.moore16@slu.edu,MS Information Systems,Software Engineering,2022,2024,STEM-OPT,Irvine,CA,USA,,,
928,Eric,Johnson,eric.johnson702@slu.edu,MBA,Software Engineering,2024,2027,CPT,New York,NY,USA,,,
929,Monica,Phillips,monica.phillips536@slu.edu,MS Analytics,Software Engineering,2023,2024,CPT,Clayton,MO,USA,,,
930,David,Bond,david.bond614@slu.edu,MS Computer Science,Information Systems,2022,2024,F1,White Plains,NY,USA,,,
931,Jeremy,Coleman,jeremy.coleman593@slu.edu,MS Data Science,Cybersecurity,2019,2021,OPT,Alpharetta,GA,USA,,,
932,Misty,Thomas,misty.thomas216@slu.edu,MS Software Engineering,Business Analytics,2024,2026,CPT,Grand Rapids,MI,USA,,,
933,Crystal,Morris,crystal.morris365@slu.edu,MS Data Science,Computer Science,2019,2020,STEM-OPT,Dallas,TX,USA,,,
934,Madeline,Rivera,madeline.rivera679@slu.edu,MS Computer Science,Finance,2018,2019,OPT,Ann Arbor,MI,USA,,,
935,Darryl,Kennedy,darryl.kennedy996@slu.edu,MS Cybersecurity,Information Systems,2023,2026,CPT,Seattle,WA,USA,,,
936,Brian,Franco,brian.franco928@slu.edu,MS Cybersecurity,Software Engineering,2020,2021,CPT,Denver,CO,USA,,,
937,Jessica,Nelson,jessica.nelson367@slu.edu,MS Analytics,Data Science,2019,2021,CPT,Redmond,WA,USA,432.0,Research Assistant,2020-08-23
938,Darren,Moore,darren.moore18@slu.edu,MS Information Systems,Computer Science,2023,2026,F1,Springfield,MO,USA,,,
939,Karla,Castillo,karla.castillo348@slu.edu,MS Software Engineering,Data Science,2023,2025,CPT,Pittsburgh,PA,USA,,,
940,Gregory,Ramirez,gregory.ramirez725@slu.edu,MS Software Engineering,Biostatistics,2024,2026,STEM-OPT,Redmond,WA,USA,958.0,Research Assistant,2025-08-11
941,Austin,Romero,austin.romero600@slu.edu,MS Software Engineering,Business Analytics,2019,2022,STEM-OPT,Austin,TX,USA,594.0,Research Assistant,2019-06-16
942,Jay,Jackson,jay.jackson631@slu.edu,MBA,Marketing,2022,2023,F1,Naperville,IL,USA,402.0,Data Analyst Intern,2023-02-24
943,Richard,Fernandez,richard.fernandez199@slu.edu,MS Cybersecurity,Information Systems,2021,2024,OPT,Philadelphia,PA,USA,811.0,QA Intern,2023-06-16
944,Michelle,Nunez,michelle.nunez249@slu.edu,MS Information Systems,Marketing,2018,2019,STEM-OPT,Ann Arbor,MI,USA,489.0,QA Intern,2019-04-25
945,Jeremy,Shaw,jeremy.shaw286@slu.edu,MS Analytics,Business Analytics,2022,2023,CPT,Springfield,IL,USA,,,
946,Juan,Hunt,juan.hunt788@slu.edu,MS Computer Science,Marketing,2021,2023,OPT,Savannah,GA,USA,,,
947,Jose,Henderson,jose.henderson70@slu.edu,MS Software Engineering,Biostatistics,2023,2025,F1,Chesterfield,MO,USA,,,
948,Melissa,Armstrong,melissa.armstrong283@slu.edu,MS Computer Science,Information Systems,2018,2021,OPT,White Plains,NY,USA,568.0,Research Assistant,2021-06-12
949,Angela,Morris,angela.morris963@slu.edu,MBA,Cybersecurity,2019,2020,CPT,Naperville,IL,USA,,,
950,Kimberly,Douglas,kimberly.douglas637@slu.edu,MS Cybersecurity,Data Science,2020,2022,OPT,Fort Collins,CO,USA,,,
951,Brendan,Pineda,brendan.pineda837@slu.edu,MS Information Systems,Information Systems,2023,2026,F1,Albany,NY,USA,,,
952,Shawna,Clark,shawna.clark459@slu.edu,MBA,Computer Science,2022,2023,OPT,Tacoma,WA,USA,,,
953,Stephanie,Barnes,stephanie.barnes309@slu.edu,MS Data Science,Software Engineering,2021,2023,OPT,Grand Rapids,MI,USA,103.0,Data Analyst Intern,2021-05-05
954,Jessica,Bowman,jessica.bowman556@slu.edu,MS Analytics,Electrical Engineering,2021,2022,STEM-OPT,Dallas,TX,USA,812.0,Research Assistant,2021-05-29
955,Jill,Houston,jill.houston20@slu.edu,MBA,Business Analytics,2018,2021,OPT,San Antonio,TX,USA,,,
956,Jonathan,Alexander,jonathan.alexander930@slu.edu,MS Cybersecurity,Marketing,2019,2020,STEM-OPT,Houston,TX,USA,414.0,DevOps Intern,2020-08-25
957,Miranda,Johns,miranda.johns436@slu.edu,MS Software Engineering,Data Science,2019,2020,F1,Chesterfield,MO,USA,,,
958,James,Duncan,james.duncan59@slu.edu,MS Cybersecurity,Data Science,2018,2021,CPT,Clayton,MO,USA,,,
959,William,Henry,william.henry451@slu.edu,MS Information Systems,Biostatistics,2022,2023,OPT,Peoria,IL,USA,519.0,Software Intern,2022-02-18
960,Phillip,Gillespie,phillip.gillespie655@slu.edu,MBA,Finance,2021,2024,CPT,Phoenix,AZ,USA,123.0,Software Intern,2024-05-14
961,Nicole,Smith,nicole.smith368@slu.edu,MS Information Systems,Biostatistics,2024,2025,F1,Plano,TX,USA,,,
962,Crystal,Reed,crystal.reed902@slu.edu,MS Data Science,Electrical Engineering,2020,2022,STEM-OPT,Los Angeles,CA,USA,,,
963,Meredith,Goodman,meredith.goodman228@slu.edu,MS Cybersecurity,Cybersecurity,2024,2025,OPT,Columbus,OH,USA,743.0,QA Intern,2024-11-04
964,Jose,Torres,jose.torres167@slu.edu,MS Software Engineering,Software Engineering,2023,2024,OPT,Tempe,AZ,USA,,,
965,Melissa,Ortiz,melissa.ortiz945@slu.edu,MS Data Science,Cybersecurity,2022,2025,F1,Rochester,NY,USA,748.0,Research Assistant,2025-12-17
966,Ricky,Campbell,ricky.campbell176@slu.edu,MS Software Engineering,Marketing,2022,2024,STEM-OPT,Atlanta,GA,USA,,,
967,Kathryn,Herman,kathryn.herman559@slu.edu,MS Information Systems,Marketing,2020,2022,CPT,Columbia,MO,USA,,,
968,David,Rodriguez,david.rodriguez477@slu.edu,MS Information Systems,Cybersecurity,2020,2022,F1,San Francisco,CA,USA,,,
969,Brittany,Garner,brittany.garner42@slu.edu,MS Analytics,Computer Science,2023,2026,OPT,Urbana,IL,USA,,,
970,Faith,Powell,faith.powell950@slu.edu,MS Data Science,Marketing,2023,2026,F1,Austin,TX,USA,428.0,Data Analyst Intern,2023-04-18
971,Randy,Peters,randy.peters695@slu.edu,MBA,Biostatistics,2024,2026,STEM-OPT,Colorado Springs,CO,USA,,,
972,Ashley,Nunez,ashley.nunez949@slu.edu,MS Cybersecurity,Business Analytics,2020,2021,CPT,Pittsburgh,PA,USA,,,
973,Madeline,Clarke,madeline.clarke542@slu.edu,MS Computer Science,Software Engineering,2022,2025,F1,Tampa,FL,USA,883.0,DevOps Intern,2025-01-01
974,Brandon,Hill,brandon.hill576@slu.edu,MS Analytics,Marketing,2019,2021,OPT,San Francisco,CA,USA,,,
975,Kimberly,Buchanan,kimberly.buchanan999@slu.edu,MS Cybersecurity,Software Engineering,2021,2022,STEM-OPT,Harrisburg,PA,USA,,,
976,Frank,Campbell,frank.campbell695@slu.edu,MS Analytics,Marketing,2021,2024,STEM-OPT,San Jose,CA,USA,,,
977,Carla,Cabrera,carla.cabrera692@slu.edu,MS Computer Science,Cybersecurity,2024,2026,STEM-OPT,Charlotte,NC,USA,745.0,DevOps Intern,2024-06-26
978,Geoffrey,Graham,geoffrey.graham473@slu.edu,MS Information Systems,Computer Science,2020,2023,OPT,Harrisburg,PA,USA,,,
979,Daniel,Payne,daniel.payne234@slu.edu,MS Computer Science,Cybersecurity,2024,2027,STEM-OPT,Grand Rapids,MI,USA,,,
980,Lisa,Williams,lisa.williams662@slu.edu,MS Cybersecurity,Electrical Engineering,2023,2024,STEM-OPT,Alpharetta,GA,USA,,,
981,Dawn,Ramirez,dawn.ramirez956@slu.edu,MS Computer Science,Business Analytics,2018,2021,F1,New York,NY,USA,,,
982,Corey,Reeves,corey.reeves571@slu.edu,MBA,Electrical Engineering,2021,2024,OPT,Raleigh,NC,USA,,,
983,Adam,Rivera,adam.rivera119@slu.edu,MS Data Science,Data Science,2018,2021,OPT,Savannah,GA,USA,,,
984,Ashley,Meadows,ashley.meadows191@slu.edu,MS Cybersecurity,Computer Science,2020,2022,STEM-OPT,Dallas,TX,USA,,,
985,Sherry,Martinez,sherry.martinez473@slu.edu,MS Information Systems,Biostatistics,2023,2026,CPT,St. Louis,MO,USA,918.0,DevOps Intern,2025-01-29
986,Christopher,Hunter,christopher.hunter697@slu.edu,MS Cybersecurity,Business Analytics,2024,2025,CPT,Cambridge,MA,USA,57.0,Research Assistant,2025-06-17
987,Samantha,Mills,samantha.mills848@slu.edu,MS Computer Science,Finance,2020,2022,STEM-OPT,Tucson,AZ,USA,628.0,DevOps Intern,2022-08-02
