Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country
790,Ryan,Erickson,ryan.erickson533@slu.edu,ryan.erickson539@yahoo.com,MS,Business Analytics,2025,CPT,Phoenix,AZ,USA
791,Lori,Daniel,lori.daniel570@slu.edu,lori.daniel15@yahoo.com,PhD,Data Science,2023,STEM-OPT,Tucson,AZ,USA
792,Don,Tran,don.tran879@slu.edu,don.tran261@outlook.com,BS,Electrical Engineering,2018,Full-Time,Detroit,MI,USA
793,Donald,Gibson,donald.gibson10@slu.edu,donald.gibson316@yahoo.com,BA,Business Analytics,2019,Full-Time,Tempe,AZ,USA
794,Tracy,Wilson,tracy.wilson32@slu.edu,tracy.wilson763@yahoo.com,BA,Software Engineering,2015,Full-Time,White Plains,NY,USA
795,Jonathan,Gates,jonathan.gates861@slu.edu,jonathan.gates994@gmail.com,PhD,Information Systems,2015,Full-Time,Cincinnati,OH,USA
796,Lynn,Fox,lynn.fox353@slu.edu,lynn.fox730@yahoo.com,BA,Biostatistics,2019,Full-Time,Alpharetta,GA,USA
797,Jeffrey,James,jeffrey.james155@slu.edu,jeffrey.james994@outlook.com,MBA,Information Systems,2018,Full-Time,Philadelphia,PA,USA
798,Matthew,Morgan,matthew.morgan720@slu.edu,matthew.morgan549@yahoo.com,MS,Business Analytics,2019,Full-Time,Grand Rapids,MI,USA
799,Marvin,Campbell,marvin.campbell692@slu.edu,marvin.campbell290@yahoo.com,BS,Electrical Engineering,2018,Full-Time,Pittsburgh,PA,USA
800,Robert,Clark,robert.clark411@slu.edu,robert.clark151@yahoo.com,MBA,Data Science,2022,OPT,Cary,NC,USA
801,Debra,Fletcher,debra.fletcher351@slu.edu,debra.fletcher141@gmail.com,BS,Business Analytics,2020,Full-Time,Grand Rapids,MI,USA
802,Joshua,Macias,joshua.macias64@slu.edu,joshua.macias126@gmail.com,PhD,Electrical Engineering,2018,Full-Time,Atlanta,GA,USA
803,Jake,Green,jake.green402@slu.edu,jake.green648@outlook.com,MS,Software Engineering,2025,CPT,Boulder,CO,USA
804,Antonio,Miller,antonio.miller232@slu.edu,antonio.miller690@yahoo.com,MBA,Data Science,2021,Full-Time,Scottsdale,AZ,USA
805,Timothy,Miles,timothy.miles946@slu.edu,timothy.miles522@yahoo.com,BA,Biostatistics,2019,Full-Time,Alpharetta,GA,USA
806,Jason,Cervantes,jason.cervantes944@slu.edu,jason.cervantes346@gmail.com,MS,Cybersecurity,2015,Full-Time,Fort Collins,CO,USA
807,Nathan,Webb,nathan.webb371@slu.edu,nathan.webb726@yahoo.com,MS,Electrical Engineering,2023,STEM-OPT,Irvine,CA,USA
808,Mitchell,Rodriguez,mitchell.rodriguez472@slu.edu,mitchell.rodriguez558@gmail.com,MBA,Cybersecurity,2024,OPT,Atlanta,GA,USA
809,Sean,Garcia,sean.garcia485@slu.edu,sean.garcia398@outlook.com,MBA,Information Systems,2025,CPT,Fort Collins,CO,USA
810,Carolyn,Hancock,carolyn.hancock61@slu.edu,carolyn.hancock593@outlook.com,MS,Cybersecurity,2020,Full-Time,Columbus,OH,USA
811,Lauren,Garcia,lauren.garcia229@slu.edu,lauren.garcia840@gmail.com,MBA,Data Science,2020,Full-Time,Columbia,MO,USA
812,Lori,Weeks,lori.weeks205@slu.edu,lori.weeks190@gmail.com,MBA,Business Analytics,2017,Full-Time,San Diego,CA,USA
813,Taylor,Rogers,taylor.rogers793@slu.edu,taylor.rogers807@gmail.com,BA,Marketing,2017,Full-Time,Jacksonville,FL,USA
814,Heidi,Hendrix,heidi.hendrix666@slu.edu,heidi.hendrix837@gmail.com,MBA,Biostatistics,2023,STEM-OPT,Atlanta,GA,USA
815,Brittany,Vaughn,brittany.vaughn792@slu.edu,brittany.vaughn498@gmail.com,PhD,Business Analytics,2017,Full-Time,Naperville,IL,USA
816,Kathy,Yates,kathy.yates54@slu.edu,kathy.yates64@outlook.com,BA,Finance,2021,Full-Time,Cincinnati,OH,USA
817,Susan,Washington,susan.washington695@slu.edu,susan.washington120@yahoo.com,PhD,Electrical Engineering,2019,Full-Time,Scottsdale,AZ,USA
818,Lisa,Harvey,lisa.harvey264@slu.edu,lisa.harvey223@yahoo.com,MS,Information Systems,2018,Full-Time,Springfield,IL,USA
819,Timothy,Mercer,timothy.mercer63@slu.edu,timothy.mercer43@outlook.com,PhD,Data Science,2017,Full-Time,Miami,FL,USA
820,Dawn,Evans,dawn.evans992@slu.edu,dawn.evans734@gmail.com,PhD,Marketing,2017,Full-Time,Chesterfield,MO,USA
821,Christopher,Collins,christopher.collins910@slu.edu,christopher.collins115@gmail.com,MS,Finance,2016,Full-Time,Raleigh,NC,USA
822,Kristina,Rodriguez,kristina.rodriguez390@slu.edu,kristina.rodriguez345@outlook.com,MS,Computer Science,2021,Full-Time,Detroit,MI,USA
823,Melissa,Williams,melissa.williams966@slu.edu,melissa.williams344@gmail.com,BA,Electrical Engineering,2020,Full-Time,Seattle,WA,USA
824,Lisa,White,lisa.white530@slu.edu,lisa.white577@yahoo.com,MS,Finance,2021,Full-Time,Irvine,CA,USA
825,Hannah,Hopkins,hannah.hopkins610@slu.edu,hannah.hopkins981@outlook.com,MS,Biostatistics,2022,STEM-OPT,Miami,FL,USA
826,Raven,Johnson,raven.johnson429@slu.edu,raven.johnson78@gmail.com,MS,Business Analytics,2025,CPT,Colorado Springs,CO,USA
827,Jennifer,Barker,jennifer.barker727@slu.edu,jennifer.barker309@outlook.com,PhD,Electrical Engineering,2021,Full-Time,Harrisburg,PA,USA
828,Ashley,Castaneda,ashley.castaneda955@slu.edu,ashley.castaneda296@yahoo.com,MBA,Data Science,2018,Full-Time,Columbus,OH,USA
829,Jessica,Long,jessica.long117@slu.edu,jessica.long889@outlook.com,BS,Computer Science,2024,CPT,Harrisburg,PA,USA
830,Cassandra,Chen,cassandra.chen996@slu.edu,cassandra.chen135@gmail.com,BA,Finance,2016,Full-Time,Plano,TX,USA
831,Stephanie,Ayala,stephanie.ayala40@slu.edu,stephanie.ayala674@yahoo.com,BA,Software Engineering,2025,CPT,Austin,TX,USA
832,Nicholas,Rodriguez,nicholas.rodriguez501@slu.edu,nicholas.rodriguez455@yahoo.com,MBA,Electrical Engineering,2015,Full-Time,White Plains,NY,USA
833,Christian,Bennett,christian.bennett644@slu.edu,christian.bennett307@gmail.com,PhD,Software Engineering,2025,CPT,Phoenix,AZ,USA
834,Sarah,Heath,sarah.heath493@slu.edu,sarah.heath480@yahoo.com,MS,Computer Science,2019,Full-Time,Harrisburg,PA,USA
835,Bonnie,Wilson,bonnie.wilson985@slu.edu,bonnie.wilson118@yahoo.com,MS,Biostatistics,2019,Full-Time,Atlanta,GA,USA
836,Sharon,Williams,sharon.williams16@slu.edu,sharon.williams25@outlook.com,PhD,Software Engineering,2024,CPT,Grand Rapids,MI,USA
837,Ralph,Romero,ralph.romero899@slu.edu,ralph.romero205@yahoo.com,BA,Electrical Engineering,2023,OPT,New York,NY,USA
838,Allen,Rivera,allen.rivera920@slu.edu,allen.rivera275@gmail.com,BS,Electrical Engineering,2018,Full-Time,Columbus,OH,USA
839,Jessica,Lane,jessica.lane899@slu.edu,jessica.lane699@yahoo.com,MBA,Business Analytics,2020,Full-Time,Durham,NC,USA
840,Jessica,Sullivan,jessica.sullivan340@slu.edu,jessica.sullivan176@gmail.com,BA,Biostatistics,2024,OPT,Rochester,NY,USA
841,Hannah,Stark,hannah.stark741@slu.edu,hannah.stark467@yahoo.com,PhD,Data Science,2021,Full-Time,Raleigh,NC,USA
842,Susan,Young,susan.young510@slu.edu,susan.young32@outlook.com,BS,Electrical Engineering,2017,Full-Time,Chesterfield,MO,USA
843,Patricia,Nicholson,patricia.nicholson500@slu.edu,patricia.nicholson461@yahoo.com,MS,Marketing,2022,OPT,Alpharetta,GA,USA
844,Albert,Miller,albert.miller129@slu.edu,albert.miller741@outlook.com,PhD,Business Analytics,2018,Full-Time,Chicago,IL,USA
845,Bill,Patterson,bill.patterson559@slu.edu,bill.patterson852@gmail.com,BA,Software Engineering,2022,STEM-OPT,Miami,FL,USA
846,Kayla,Hart,kayla.hart812@slu.edu,kayla.hart68@gmail.com,MBA,Biostatistics,2018,Full-Time,Rochester,NY,USA
847,Donna,Wright,donna.wright451@slu.edu,donna.wright213@outlook.com,BA,Finance,2021,Full-Time,Cleveland,OH,USA
848,Vanessa,Woods,vanessa.woods867@slu.edu,vanessa.woods217@yahoo.com,MS,Marketing,2023,STEM-OPT,Detroit,MI,USA
849,Juan,Ferrell,juan.ferrell780@slu.edu,juan.ferrell116@outlook.com,PhD,Information Systems,2018,Full-Time,Irvine,CA,USA
850,Angela,Watkins,angela.watkins37@slu.edu,angela.watkins99@gmail.com,BS,Marketing,2024,CPT,Cincinnati,OH,USA
851,Mark,Baird,mark.baird303@slu.edu,mark.baird578@gmail.com,MS,Biostatistics,2021,Full-Time,Rochester,NY,USA
852,Jennifer,Thomas,jennifer.thomas550@slu.edu,jennifer.thomas132@outlook.com,BA,Marketing,2022,STEM-OPT,Clayton,MO,USA
853,David,Gardner,david.gardner436@slu.edu,david.gardner514@yahoo.com,PhD,Software Engineering,2021,Full-Time,Austin,TX,USA
854,Kelsey,Webster,kelsey.webster537@slu.edu,kelsey.webster927@gmail.com,BA,Biostatistics,2018,Full-Time,Irvine,CA,USA
855,Joshua,Miller,joshua.miller372@slu.edu,joshua.miller548@gmail.com,PhD,Biostatistics,2016,Full-Time,Tempe,AZ,USA
856,Sonia,Hill,sonia.hill631@slu.edu,sonia.hill857@outlook.com,BS,Computer Science,2022,OPT,Peoria,IL,USA
857,Russell,Cohen,russell.cohen718@slu.edu,russell.cohen6@gmail.com,BA,Data Science,2020,Full-Time,Savannah,GA,USA
858,Doris,Wolfe,doris.wolfe216@slu.edu,doris.wolfe370@yahoo.com,BS,Business Analytics,2025,CPT,Ann Arbor,MI,USA
859,Joe,Fox,joe.fox725@slu.edu,joe.fox261@yahoo.com,BS,Cybersecurity,2022,OPT,Buffalo,NY,USA
860,Walter,Wolfe,walter.wolfe631@slu.edu,walter.wolfe294@gmail.com,MS,Computer Science,2019,Full-Time,Springfield,IL,USA
861,Amanda,Wyatt,amanda.wyatt118@slu.edu,amanda.wyatt535@outlook.com,PhD,Data Science,2020,Full-Time,Cary,NC,USA
862,Stephanie,Murphy,stephanie.murphy287@slu.edu,stephanie.murphy45@gmail.com,PhD,Marketing,2024,OPT,Raleigh,NC,USA
863,David,Griffin,david.griffin463@slu.edu,david.griffin177@gmail.com,BS,Cybersecurity,2017,Full-Time,Tucson,AZ,USA
864,Danielle,Martinez,danielle.martinez478@slu.edu,danielle.martinez489@outlook.com,BA,Cybersecurity,2015,Full-Time,Atlanta,GA,USA
865,Sara,Kelly,sara.kelly264@slu.edu,sara.kelly18@outlook.com,BS,Electrical Engineering,2025,CPT,Boulder,CO,USA
866,Caleb,Mccullough,caleb.mccullough83@slu.edu,caleb.mccullough718@yahoo.com,MBA,Marketing,2022,STEM-OPT,Columbia,MO,USA
867,John,Joseph,john.joseph304@slu.edu,john.joseph997@yahoo.com,BA,Computer Science,2017,Full-Time,Cary,NC,USA
868,James,Newman,james.newman779@slu.edu,james.newman24@yahoo.com,MS,Information Systems,2021,Full-Time,Seattle,WA,USA
869,Seth,Dodson,seth.dodson999@slu.edu,seth.dodson47@outlook.com,PhD,Biostatistics,2021,Full-Time,Detroit,MI,USA
870,Emily,Floyd,emily.floyd93@slu.edu,emily.floyd196@yahoo.com,MBA,Software Engineering,2016,Full-Time,Miami,FL,USA
871,Ronald,Mullins,ronald.mullins361@slu.edu,ronald.mullins840@outlook.com,MS,Information Systems,2017,Full-Time,Clayton,MO,USA
872,Brooke,Raymond,brooke.raymond783@slu.edu,brooke.raymond39@yahoo.com,MBA,Biostatistics,2020,Full-Time,Austin,TX,USA
873,Matthew,Johnson,matthew.johnson699@slu.edu,matthew.johnson693@yahoo.com,MS,Finance,2015,Full-Time,Ann Arbor,MI,USA
874,Amber,Nelson,amber.nelson543@slu.edu,amber.nelson124@outlook.com,BA,Finance,2016,Full-Time,Naperville,IL,USA
875,Danielle,Fisher,danielle.fisher600@slu.edu,danielle.fisher923@yahoo.com,MBA,Software Engineering,2019,Full-Time,Plano,TX,USA
876,Paul,Holmes,paul.holmes566@slu.edu,paul.holmes152@yahoo.com,BA,Information Systems,2017,Full-Time,Clayton,MO,USA
877,Matthew,Phillips,matthew.phillips450@slu.edu,matthew.phillips389@gmail.com,MBA,Computer Science,2015,Full-Time,Rochester,NY,USA
878,Jonathan,Willis,jonathan.willis49@slu.edu,jonathan.willis297@yahoo.com,BA,Marketing,2019,Full-Time,Dallas,TX,USA
879,Amy,Weaver,amy.weaver712@slu.edu,amy.weaver501@outlook.com,PhD,Marketing,2021,Full-Time,Plano,TX,USA
880,Randy,Mcdaniel,randy.mcdaniel967@slu.edu,randy.mcdaniel925@gmail.com,BA,Software Engineering,2016,Full-Time,Houston,TX,USA
881,James,Barnes,james.barnes68@slu.edu,james.barnes143@gmail.com,PhD,Information Systems,2024,CPT,Cincinnati,OH,USA
882,Sarah,Harvey,sarah.harvey980@slu.edu,sarah.harvey52@yahoo.com,BA,Cybersecurity,2019,Full-Time,Worcester,MA,USA
883,Christine,Cohen,christine.cohen937@slu.edu,christine.cohen484@gmail.com,MS,Computer Science,2025,CPT,Harrisburg,PA,USA
884,Kathy,Walter,kathy.walter586@slu.edu,kathy.walter294@yahoo.com,BS,Biostatistics,2018,Full-Time,Dallas,TX,USA
885,Hannah,Casey,hannah.casey601@slu.edu,hannah.casey67@outlook.com,BA,Computer Science,2019,Full-Time,Charlotte,NC,USA
886,Angel,Greer,angel.greer164@slu.edu,angel.greer243@yahoo.com,MBA,Electrical Engineering,2020,Full-Time,Ann Arbor,MI,USA
887,Angela,Beck,angela.beck211@slu.edu,angela.beck179@outlook.com,MBA,Biostatistics,2025,CPT,Colorado Springs,CO,USA
888,Diana,Hull,diana.hull520@slu.edu,diana.hull93@yahoo.com,BS,Cybersecurity,2022,STEM-OPT,Scottsdale,AZ,USA
889,Scott,Holder,scott.holder618@slu.edu,scott.holder731@gmail.com,BA,Marketing,2023,STEM-OPT,Harrisburg,PA,USA
890,Gabrielle,Fernandez,gabrielle.fernandez626@slu.edu,gabrielle.fernandez355@yahoo.com,MS,Business Analytics,2025,CPT,Dallas,TX,USA
891,Vanessa,Thomas,vanessa.thomas775@slu.edu,vanessa.thomas917@yahoo.com,MBA,Electrical Engineering,2019,Full-Time,Pittsburgh,PA,USA
892,Darrell,Ruiz,darrell.ruiz603@slu.edu,darrell.ruiz510@outlook.com,BS,Information Systems,2023,OPT,Austin,TX,USA
893,Joseph,Ellis,joseph.ellis380@slu.edu,joseph.ellis135@outlook.com,MBA,Biostatistics,2019,Full-Time,Worcester,MA,USA
894,Ashley,Cruz,ashley.cruz538@slu.edu,ashley.cruz13@yahoo.com,MBA,Business Analytics,2019,Full-Time,New York,NY,USA
895,Katie,Gallagher,katie.gallagher952@slu.edu,katie.gallagher110@gmail.com,BS,Computer Science,2025,CPT,Pittsburgh,PA,USA
896,Juan,Reeves,juan.reeves394@slu.edu,juan.reeves120@yahoo.com,MBA,Marketing,2020,Full-Time,Redmond,WA,USA
897,Heather,Hill,heather.hill633@slu.edu,heather.hill331@outlook.com,MS,Software Engineering,2017,Full-Time,Columbia,MO,USA
898,Andrew,Munoz,andrew.munoz273@slu.edu,andrew.munoz809@yahoo.com,BS,Marketing,2022,OPT,Charlotte,NC,USA
899,Kelli,Alvarez,kelli.alvarez652@slu.edu,kelli.alvarez128@gmail.com,MS,Cybersecurity,2015,Full-Time,Atlanta,GA,USA
900,Kelly,Howard,kelly.howard978@slu.edu,kelly.howard980@outlook.com,MBA,Computer Science,2020,Full-Time,Miami,FL,USA
901,Justin,Herrera,justin.herrera244@slu.edu,justin.herrera664@outlook.com,BA,Information Systems,2021,Full-Time,Fort Collins,CO,USA
902,Lauren,Turner,lauren.turner519@slu.edu,lauren.turner256@yahoo.com,PhD,Electrical Engineering,2016,Full-Time,Atlanta,GA,USA
903,Benjamin,Gray,benjamin.gray238@slu.edu,benjamin.gray458@yahoo.com,BA,Software Engineering,2017,Full-Time,Tampa,FL,USA
904,James,Wood,james.wood83@slu.edu,james.wood294@gmail.com,BS,Cybersecurity,2023,OPT,Redmond,WA,USA
905,Hannah,Clark,hannah.clark311@slu.edu,hannah.clark376@gmail.com,PhD,Biostatistics,2020,Full-Time,Redmond,WA,USA
906,Joseph,Shepherd,joseph.shepherd322@slu.edu,joseph.shepherd319@gmail.com,MS,Marketing,2019,Full-Time,Ann Arbor,MI,USA
907,Patricia,Bryant,patricia.bryant186@slu.edu,patricia.bryant69@outlook.com,PhD,Marketing,2019,Full-Time,Pittsburgh,PA,USA
908,Paul,Williams,paul.williams673@slu.edu,paul.williams874@outlook.com,MBA,Information Systems,2018,Full-Time,Cambridge,MA,USA
909,Anna,Martinez,anna.martinez868@slu.edu,anna.martinez769@gmail.com,PhD,Information Systems,2019,Full-Time,Urbana,IL,USA
910,Raymond,White,raymond.white478@slu.edu,raymond.white334@outlook.com,MBA,Data Science,2021,Full-Time,Tacoma,WA,USA
911,Dalton,Olson,dalton.olson912@slu.edu,dalton.olson473@outlook.com,PhD,Finance,2015,Full-Time,Ann Arbor,MI,USA
912,Tammy,Brown,tammy.brown464@slu.edu,tammy.brown462@gmail.com,BS,Data Science,2019,Full-Time,Boulder,CO,USA
913,Andrew,Barajas,andrew.barajas211@slu.edu,andrew.barajas428@yahoo.com,BS,Marketing,2025,CPT,White Plains,NY,USA
914,Colleen,Smith,colleen.smith601@slu.edu,colleen.smith761@outlook.com,BS,Business Analytics,2015,Full-Time,Atlanta,GA,USA
915,Andrew,Jones,andrew.jones965@slu.edu,andrew.jones670@outlook.com,MBA,Software Engineering,2020,Full-Time,San Antonio,TX,USA
916,Jonathan,Rogers,jonathan.rogers208@slu.edu,jonathan.rogers442@gmail.com,MBA,Computer Science,2022,STEM-OPT,Bellevue,WA,USA
917,James,Pena,james.pena993@slu.edu,james.pena835@outlook.com,PhD,Business Analytics,2019,Full-Time,Harrisburg,PA,USA
918,Jason,Warner,jason.warner375@slu.edu,jason.warner788@outlook.com,MS,Information Systems,2017,Full-Time,Albany,NY,USA
919,Justin,Velez,justin.velez551@slu.edu,justin.velez41@outlook.com,BS,Finance,2024,OPT,Detroit,MI,USA
920,Matthew,Callahan,matthew.callahan704@slu.edu,matthew.callahan335@outlook.com,PhD,Finance,2019,Full-Time,Columbia,MO,USA
921,Cheryl,Green,cheryl.green666@slu.edu,cheryl.green271@yahoo.com,MBA,Computer Science,2025,CPT,San Diego,CA,USA
922,Selena,Golden,selena.golden597@slu.edu,selena.golden349@outlook.com,PhD,Business Analytics,2017,Full-Time,San Jose,CA,USA
923,James,Johnson,james.johnson998@slu.edu,james.johnson583@outlook.com,MS,Biostatistics,2015,Full-Time,Tampa,FL,USA
924,James,Hernandez,james.hernandez420@slu.edu,james.hernandez140@outlook.com,BA,Data Science,2020,Full-Time,Columbia,MO,USA
925,Christopher,Martinez,christopher.martinez747@slu.edu,christopher.martinez201@outlook.com,BS,Biostatistics,2025,CPT,Springfield,MO,USA
926,Brian,Schmidt,brian.schmidt223@slu.edu,brian.schmidt752@yahoo.com,PhD,Cybersecurity,2017,Full-Time,Jacksonville,FL,USA
927,Barbara,Clark,barbara.clark95@slu.edu,barbara.clark789@yahoo.com,BS,Cybersecurity,2022,OPT,Buffalo,NY,USA
928,Brandon,Smith,brandon.smith341@slu.edu,brandon.smith590@yahoo.com,PhD,Electrical Engineering,2016,Full-Time,Worcester,MA,USA
929,Felicia,Nicholson,felicia.nicholson319@slu.edu,felicia.nicholson868@outlook.com,PhD,Business Analytics,2020,Full-Time,Ann Arbor,MI,USA
930,James,Bright,james.bright788@slu.edu,james.bright793@gmail.com,BS,Cybersecurity,2018,Full-Time,Boulder,CO,USA
931,Stephanie,Kline,stephanie.kline929@slu.edu,stephanie.kline665@gmail.com,MS,Biostatistics,2021,Full-Time,San Jose,CA,USA
932,Hunter,Miller,hunter.miller138@slu.edu,hunter.miller912@outlook.com,MS,Business Analytics,2024,OPT,Cambridge,MA,USA
933,David,Williams,david.williams19@slu.edu,david.williams996@yahoo.com,BA,Marketing,2021,Full-Time,Denver,CO,USA
934,Jennifer,Dalton,jennifer.dalton147@slu.edu,jennifer.dalton930@gmail.com,BA,Biostatistics,2025,CPT,San Francisco,CA,USA
935,David,Davis,david.davis795@slu.edu,david.davis554@gmail.com,BS,Computer Science,2020,Full-Time,Philadelphia,PA,USA
936,Robert,James,robert.james135@slu.edu,robert.james965@outlook.com,PhD,Business Analytics,2018,Full-Time,Cincinnati,OH,USA
937,Richard,Tucker,richard.tucker955@slu.edu,richard.tucker247@outlook.com,PhD,Information Systems,2019,Full-Time,Tampa,FL,USA
938,Joshua,Moore,joshua.moore791@slu.edu,joshua.moore192@gmail.com,BS,Data Science,2024,OPT,Columbia,MO,USA
939,Stacy,Gonzalez,stacy.gonzalez138@slu.edu,stacy.gonzalez968@outlook.com,PhD,Software Engineering,2018,Full-Time,Plano,TX,USA
940,Andrew,Jennings,andrew.jennings735@slu.edu,andrew.jennings922@yahoo.com,BA,Cybersecurity,2024,CPT,Worcester,MA,USA
941,Mary,Morton,mary.morton107@slu.edu,mary.morton744@outlook.com,BA,Computer Science,2015,Full-Time,Cincinnati,OH,USA
942,Nicholas,Villegas,nicholas.villegas498@slu.edu,nicholas.villegas138@yahoo.com,MS,Marketing,2019,Full-Time,Miami,FL,USA
943,Pamela,Smith,pamela.smith647@slu.edu,pamela.smith995@yahoo.com,PhD,Electrical Engineering,2025,CPT,Detroit,MI,USA
944,Courtney,Kelley,courtney.kelley574@slu.edu,courtney.kelley348@outlook.com,BA,Software Engineering,2019,Full-Time,Tacoma,WA,USA
945,Elizabeth,Coleman,elizabeth.coleman299@slu.edu,elizabeth.coleman18@outlook.com,MBA,Marketing,2023,OPT,Boston,MA,USA
946,Ruth,Martinez,ruth.martinez819@slu.edu,ruth.martinez628@outlook.com,PhD,Marketing,2017,Full-Time,Fort Collins,CO,USA
947,Cassidy,Harper,cassidy.harper388@slu.edu,cassidy.harper740@yahoo.com,PhD,Information Systems,2020,Full-Time,Tempe,AZ,USA
948,Amanda,Burns,amanda.burns580@slu.edu,amanda.burns773@outlook.com,BA,Electrical Engineering,2024,OPT,Ann Arbor,MI,USA
949,Carol,Payne,carol.payne392@slu.edu,carol.payne933@gmail.com,PhD,Software Engineering,2022,OPT,Chicago,IL,USA
950,Brenda,Mccullough,brenda.mccullough450@slu.edu,brenda.mccullough311@gmail.com,MS,Data Science,2015,Full-Time,San Francisco,CA,USA
951,Peter,Maxwell,peter.maxwell384@slu.edu,peter.maxwell82@gmail.com,MS,Computer Science,2015,Full-Time,Detroit,MI,USA
952,Deborah,Martinez,deborah.martinez610@slu.edu,deborah.martinez404@gmail.com,MS,Finance,2020,Full-Time,Bellevue,WA,USA
953,Michael,Sanchez,michael.sanchez208@slu.edu,michael.sanchez261@outlook.com,BS,Data Science,2018,Full-Time,White Plains,NY,USA
954,Ashley,Mccoy,ashley.mccoy193@slu.edu,ashley.mccoy86@outlook.com,BS,Finance,2021,Full-Time,Tucson,AZ,USA
955,Robert,Watson,robert.watson194@slu.edu,robert.watson634@gmail.com,MBA,Cybersecurity,2018,Full-Time,San Francisco,CA,USA
956,John,Alvarado,john.alvarado412@slu.edu,john.alvarado15@gmail.com,PhD,Software Engineering,2024,CPT,Worcester,MA,USA
957,Elizabeth,Hill,elizabeth.hill565@slu.edu,elizabeth.hill131@gmail.com,MBA,Cybersecurity,2019,Full-Time,Phoenix,AZ,USA
958,Tiffany,Blair,tiffany.blair73@slu.edu,tiffany.blair226@outlook.com,BS,Business Analytics,2015,Full-Time,Tacoma,WA,USA
959,Rachel,Jensen,rachel.jensen988@slu.edu,rachel.jensen491@yahoo.com,MS,Finance,2019,Full-Time,Cleveland,OH,USA
960,Shane,Lopez,shane.lopez846@slu.edu,shane.lopez278@yahoo.com,BS,Software Engineering,2024,OPT,White Plains,NY,USA
961,James,Lawrence,james.lawrence572@slu.edu,james.lawrence594@gmail.com,MBA,Electrical Engineering,2020,Full-Time,Atlanta,GA,USA
962,Steven,Riley,steven.riley900@slu.edu,steven.riley413@gmail.com,MS,Marketing,2015,Full-Time,Cleveland,OH,USA
963,Jessica,Short,jessica.short84@slu.edu,jessica.short144@yahoo.com,BA,Business Analytics,2015,Full-Time,Orlando,FL,USA
964,Daniel,Molina,daniel.molina859@slu.edu,daniel.molina1@yahoo.com,PhD,Cybersecurity,2019,Full-Time,Detroit,MI,USA
965,Tommy,Peterson,tommy.peterson465@slu.edu,tommy.peterson251@yahoo.com,MS,Business Analytics,2021,Full-Time,Columbia,MO,USA
966,Rachael,Gonzales,rachael.gonzales198@slu.edu,rachael.gonzales609@gmail.com,MBA,Software Engineering,2018,Full-Time,Cary,NC,USA
967,Ryan,Vargas,ryan.vargas244@slu.edu,ryan.vargas82@outlook.com,BA,Biostatistics,2022,OPT,Ann Arbor,MI,USA
968,Jerry,Patton,jerry.patton521@slu.edu,jerry.patton879@gmail.com,BS,Computer Science,2018,Full-Time,Seattle,WA,USA
969,Nancy,Edwards,nancy.edwards149@slu.edu,nancy.edwards443@gmail.com,MBA,Electrical Engineering,2018,Full-Time,Bellevue,WA,USA
970,Erin,Cain,erin.cain15@slu.edu,erin.cain160@yahoo.com,BA,Business Analytics,2017,Full-Time,Somerville,MA,USA
971,Scott,Jordan,scott.jordan969@slu.edu,scott.jordan706@outlook.com,PhD,Marketing,2019,Full-Time,Philadelphia,PA,USA
972,Tami,Gardner,tami.gardner862@slu.edu,tami.gardner397@outlook.com,MBA,Computer Science,2015,Full-Time,St. Louis,MO,USA
973,Eric,Williams,eric.williams343@slu.edu,eric.williams35@yahoo.com,BA,Electrical Engineering,2025,CPT,Colorado Springs,CO,USA
974,David,Cook,david.cook774@slu.edu,david.cook217@yahoo.com,MBA,Finance,2015,Full-Time,Grand Rapids,MI,USA
975,Caleb,Robles,caleb.robles51@slu.edu,caleb.robles833@gmail.com,MS,Business Analytics,2024,OPT,Jacksonville,FL,USA
976,Joseph,Sosa,joseph.sosa301@slu.edu,joseph.sosa997@yahoo.com,MBA,Marketing,2020,Full-Time,Atlanta,GA,USA
977,James,Walsh,james.walsh405@slu.edu,james.walsh568@outlook.com,BA,Computer Science,2015,Full-Time,Tacoma,WA,USA
978,Philip,Burke,philip.burke490@slu.edu,philip.burke680@gmail.com,MBA,Computer Science,2019,Full-Time,Buffalo,NY,USA
979,Danielle,Vargas,danielle.vargas558@slu.edu,danielle.vargas830@outlook.com,PhD,Biostatistics,2017,Full-Time,Los Angeles,CA,USA
980,Jessica,Watson,jessica.watson922@slu.edu,jessica.watson121@outlook.com,MS,Finance,2019,Full-Time,Houston,TX,USA
981,Kelly,Williamson,kelly.williamson598@slu.edu,kelly.williamson207@outlook.com,BS,Electrical Engineering,2019,Full-Time,Plano,TX,USA
982,Jo,Torres,jo.torres386@slu.edu,jo.torres268@gmail.com,PhD,Computer Science,2021,Full-Time,Cincinnati,OH,USA
983,Gary,Adams,gary.adams28@slu.edu,gary.adams315@yahoo.com,MBA,Business Analytics,2022,OPT,Clayton,MO,USA
984,Sherry,Harding,sherry.harding48@slu.edu,sherry.harding200@gmail.com,BS,Information Systems,2022,OPT,Cleveland,OH,USA
985,Linda,Montgomery,linda.montgomery844@slu.edu,linda.montgomery337@yahoo.com,MS,Information Systems,2019,Full-Time,Boston,MA,USA
986,Susan,Schneider,susan.schneider782@slu.edu,susan.schneider727@yahoo.com,PhD,Electrical Engineering,2019,Full-Time,Cary,NC,USA
